RecipeItem/0/_ItemName,RecipeItem/1/_ItemName,RecipeItem/2/_ItemName,RecipeItem/3/_ItemName,RecipeItem/4/_ItemName,RecipeItem/5/_ItemName,RecipeItem/6/_ItemName,RecipeItem/7/_ItemName,RecipeItem/8/_ItemName,RecipeItem/9/_ItemName,RecipeItem/9/_itemQuantityText,memo/__cdata,_createDate,_description,_modifyDate,_nutrientRefNum,_primaryKey,_recordType,_useStaticIngrStmt,_userCode,_version,RecipeItem/10/_ItemName,RecipeItem/11/_ItemName,RecipeItem/12/_ItemName,RecipeItem/12/_itemQuantityText,RecipeItem/13/_ItemName,RecipeItem/14/_ItemName,RecipeItem/15/_ItemName,RecipeItem/15/_itemQuantityText,RecipeItem/16/_ItemName,RecipeItem/16/_itemQuantityText,RecipeItem/17/_ItemName,RecipeItem/18/_ItemName,RecipeItem/19/_ItemName,RecipeItem/20/_ItemName
STEP 2: Next add the beef stock, water, wine, tomatoes (peeled, seeded and chopped), chopped carrots, basil, oregano and tomato sauce. Bring to a boil, reduce heat to low and simmer for 30 minutes, skimming any fat that may surface.



STEP 3: Add one chopped zucchini, tortellini, one chopped green bell pepper and parsley to taste. Simmer for 10 minutes, or until tortellini is fully cooked. Pour into individual bowls and granish with the cheese.



Copyright # 2005

www.allrecipes.com



Recipe submitted by Tim Smith",8/17/05,"Soup, sausage tortellini, Italian",8/30/05,65277060,65277060,insert,FALSE,,2.2.0,Tomato Sauce-Cnd,Zucchini Squash Slices w/Skin Ckd-Drnd,Cheese Tortellini,,Sweet Green Bell Peppers Chpd Ckd-Drnd,Fresh Parsley-Chpd,Parmesan Cheese-Grated,,,,,,,

Olive Salad/Cooking Oil,Red Wine,Table Salt,Black Pepper,Oregano-Ground,Dried Spearmint,Fresh Garlic Cloves,,,,,"YIELD: 1 1/2 cups



METHOD:



STEP 1: In a medium bowl, combine all ingredients and stir. Use sauce as a marinade for lamb, beef, or poultry.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by: Sharon

(Marinade from Greek soulvaki)",8/30/05,"Sauce, souvlaki marinade, Greek",8/30/05,379676234,379676234,insert,FALSE,,2.2.0,,,,,,,,,,,,,,

Olive Salad/Cooking Oil,White Onion Cooked Drained Whole-Med,Hungarian Sweet Paprika CBT-BB,TSP Textured Soy Protein BRM,Sweet Green Bell Peppers Chpd Ckd-Drnd,Vegetable Broth-Cnd CAM-SW,"Peeled Potato Cooked-3"" to 4.25""",Whole Carrots Cooked-Drnd,"Fresh Red Tomatoes YearRndAvg Med-2 3/5""",Table Salt,,"YIELDS: 2 to 4 Servings



NOTE: 4 Servings used for nutritional analysis.

For a vegan version, substitute vegan pasta for the noodles. You can choose sweet or hot Hungarian pepper.



METHOD:



STEP 1: In a heavy pot, heat oil over medium heat. Saute chopped onions in oil until tender.



STEP 2: Add paprika, textured vegetable protein, and one chopped green pepper; cook and stir until vegetables are coated with paprika. Stir in broth or water, diced potatoes, diced carrots, chopped tomato, 1/2 teaspoon salt, black pepper, and parsley. Bring to a boil. Cover, reduce heat, and simmer until carrots and potatoes are almost tender. Add more water if needed.



STEP 3: In a small bowl, mix together, egg, flour, and 1/2 teaspoon salt. Mix in enough water to have a smooth consistency; dough should be stiff and sticky. Spoon onto a flat plate, and slice off small amounts into soup while it is simmering. Add to soup in such a way that noodles do not land in the same spot every time. Continue until all mixture has been added to pot. Simmer until done.



Copyright @ 2005

www.allrecipes.com



Recipe submitted by: Ilona Kurjack-Mueller",9/16/05,"Soup, gulyas leves, vgtrn, Hungarian",2/3/09,143439797,143439797,insert,FALSE,,2.2.0,Black Pepper,Fresh Parsley-Chpd,Whole Eggs Raw-Lrg,,Enrich All Purpose Bleached White Flour,Table Salt,Municipal Tap Water,,,,,,,
